CustomerID,Cluster,Segment
12571.0,0,At-Risk Customer
12572.0,0,At-Risk Customer
12573.0,1,Low-Value Segment
12574.0,1,Low-Value Segment
12576.0,1,Low-Value Segment
12577.0,2,Potential Loyalist
12578.0,1,Low-Value Segment
12579.0,0,At-Risk Customer
12580.0,1,Low-Value Segment
12581.0,0,At-Risk Customer
12582.0,1,Low-Value Segment
12583.0,1,Low-Value Segment
12584.0,1,Low-Value Segment
12585.0,2,Potential Loyalist
12586.0,1,Low-Value Segment
12587.0,0,At-Risk Customer
12588.0,0,At-Risk Customer
12589.0,0,At-Risk Customer
12590.0,3,High-Value Segment
12591.0,3,High-Value Segment
12592.0,1,Low-Value Segment
12593.0,1,Low-Value Segment
12594.0,1,Low-Value Segment
12596.0,1,Low-Value Segment
12597.0,1,Low-Value Segment
12598.0,1,Low-Value Segment
12599.0,1,Low-Value Segment
12600.0,1,Low-Value Segment
12601.0,1,Low-Value Segment
12602.0,0,At-Risk Customer
12603.0,0,At-Risk Customer
12604.0,1,Low-Value Segment
12605.0,1,Low-Value Segment
12607.0,2,Potential Loyalist
12609.0,1,Low-Value Segment
12610.0,2,Potential Loyalist
12611.0,2,Potential Loyalist
12612.0,0,At-Risk Customer
12613.0,2,Potential Loyalist
12614.0,1,Low-Value Segment
12615.0,0,At-Risk Customer
12616.0,1,Low-Value Segment
12617.0,0,At-Risk Customer
12618.0,0,At-Risk Customer
12619.0,1,Low-Value Segment
12620.0,0,At-Risk Customer
12621.0,1,Low-Value Segment
12622.0,1,Low-Value Segment
12623.0,1,Low-Value Segment
12624.0,0,At-Risk Customer
12625.0,2,Potential Loyalist
12626.0,2,Potential Loyalist
12627.0,0,At-Risk Customer
12628.0,0,At-Risk Customer
12630.0,0,At-Risk Customer
12631.0,0,At-Risk Customer
12633.0,1,Low-Value Segment
12635.0,0,At-Risk Customer
12637.0,1,Low-Value Segment
12638.0,0,At-Risk Customer
12639.0,1,Low-Value Segment
12640.0,0,At-Risk Customer
12641.0,0,At-Risk Customer
12642.0,0,At-Risk Customer
12643.0,1,Low-Value Segment
12644.0,0,At-Risk Customer
12645.0,1,Low-Value Segment
12646.0,0,At-Risk Customer
12647.0,1,Low-Value Segment
12648.0,0,At-Risk Customer
12649.0,1,Low-Value Segment
12650.0,0,At-Risk Customer
12651.0,1,Low-Value Segment
12652.0,2,Potential Loyalist
12653.0,1,Low-Value Segment
12654.0,1,Low-Value Segment
12656.0,1,Low-Value Segment
12657.0,0,At-Risk Customer
12658.0,0,At-Risk Customer
12659.0,0,At-Risk Customer
12660.0,0,At-Risk Customer
12662.0,1,Low-Value Segment
12664.0,1,Low-Value Segment
12665.0,1,Low-Value Segment
12666.0,1,Low-Value Segment
12667.0,0,At-Risk Customer
12668.0,1,Low-Value Segment
12669.0,2,Potential Loyalist
12670.0,1,Low-Value Segment
12672.0,1,Low-Value Segment
12673.0,1,Low-Value Segment
12674.0,1,Low-Value Segment
12676.0,1,Low-Value Segment
12678.0,1,Low-Value Segment
12679.0,1,Low-Value Segment
12680.0,0,At-Risk Customer
12681.0,1,Low-Value Segment
12682.0,1,Low-Value Segment
12683.0,1,Low-Value Segment
12684.0,1,Low-Value Segment
12685.0,0,At-Risk Customer
12686.0,1,Low-Value Segment
12689.0,0,At-Risk Customer
12690.0,1,Low-Value Segment
12691.0,1,Low-Value Segment
12693.0,1,Low-Value Segment
12694.0,0,At-Risk Customer
12695.0,1,Low-Value Segment
12697.0,0,At-Risk Customer
12700.0,2,Potential Loyalist
12701.0,1,Low-Value Segment
12702.0,0,At-Risk Customer
12703.0,0,At-Risk Customer
12704.0,0,At-Risk Customer
12705.0,1,Low-Value Segment
12707.0,1,Low-Value Segment
12708.0,1,Low-Value Segment
12709.0,1,Low-Value Segment
12710.0,2,Potential Loyalist
12712.0,1,Low-Value Segment
12713.0,0,At-Risk Customer
12714.0,2,Potential Loyalist
12715.0,0,At-Risk Customer
12716.0,0,At-Risk Customer
12717.0,1,Low-Value Segment
12718.0,0,At-Risk Customer
12719.0,0,At-Risk Customer
12720.0,1,Low-Value Segment
12721.0,1,Low-Value Segment
12722.0,0,At-Risk Customer
12723.0,0,At-Risk Customer
12724.0,1,Low-Value Segment
12725.0,1,Low-Value Segment
12726.0,1,Low-Value Segment
12727.0,1,Low-Value Segment
12728.0,1,Low-Value Segment
12729.0,0,At-Risk Customer
12731.0,1,Low-Value Segment
12732.0,0,At-Risk Customer
12733.0,1,Low-Value Segment
12734.0,1,Low-Value Segment
12735.0,1,Low-Value Segment
12736.0,1,Low-Value Segment
12738.0,1,Low-Value Segment
12739.0,0,At-Risk Customer
12740.0,0,At-Risk Customer
12743.0,2,Potential Loyalist
12744.0,2,Potential Loyalist
12747.0,1,Low-Value Segment
12748.0,1,Low-Value Segment
12749.0,2,Potential Loyalist
12750.0,0,At-Risk Customer
12752.0,2,Potential Loyalist
12753.0,3,High-Value Segment
12754.0,1,Low-Value Segment
12755.0,1,Low-Value Segment
12756.0,0,At-Risk Customer
12757.0,2,Potential Loyalist
12758.0,2,Potential Loyalist
12759.0,1,Low-Value Segment
12762.0,0,At-Risk Customer
12763.0,1,Low-Value Segment
12764.0,1,Low-Value Segment
12766.0,2,Potential Loyalist
12769.0,1,Low-Value Segment
12770.0,1,Low-Value Segment
12772.0,2,Potential Loyalist
12775.0,1,Low-Value Segment
12778.0,1,Low-Value Segment
12779.0,1,Low-Value Segment
12781.0,1,Low-Value Segment
12782.0,1,Low-Value Segment
12783.0,0,At-Risk Customer
12784.0,2,Potential Loyalist
12785.0,1,Low-Value Segment
12787.0,0,At-Risk Customer
12789.0,0,At-Risk Customer
12790.0,0,At-Risk Customer
12791.0,1,Low-Value Segment
12792.0,1,Low-Value Segment
12793.0,1,Low-Value Segment
12794.0,0,At-Risk Customer
12795.0,0,At-Risk Customer
12797.0,1,Low-Value Segment
12798.0,3,High-Value Segment
12802.0,0,At-Risk Customer
12808.0,1,Low-Value Segment
12809.0,0,At-Risk Customer
12811.0,1,Low-Value Segment
12812.0,0,At-Risk Customer
12814.0,0,At-Risk Customer
12815.0,0,At-Risk Customer
12816.0,0,At-Risk Customer
12817.0,1,Low-Value Segment
12818.0,1,Low-Value Segment
12820.0,1,Low-Value Segment
12821.0,1,Low-Value Segment
12822.0,0,At-Risk Customer
12823.0,1,Low-Value Segment
12824.0,0,At-Risk Customer
12826.0,1,Low-Value Segment
12827.0,0,At-Risk Customer
12828.0,0,At-Risk Customer
12829.0,1,Low-Value Segment
12830.0,3,High-Value Segment
12831.0,1,Low-Value Segment
12832.0,0,At-Risk Customer
12833.0,0,At-Risk Customer
12834.0,1,Low-Value Segment
12836.0,1,Low-Value Segment
12837.0,0,At-Risk Customer
12838.0,2,Potential Loyalist
12839.0,1,Low-Value Segment
12840.0,2,Potential Loyalist
12841.0,1,Low-Value Segment
12842.0,1,Low-Value Segment
12843.0,1,Low-Value Segment
12844.0,0,At-Risk Customer
12845.0,1,Low-Value Segment
12847.0,3,High-Value Segment
12849.0,1,Low-Value Segment
12851.0,0,At-Risk Customer
12852.0,1,Low-Value Segment
12853.0,1,Low-Value Segment
12854.0,1,Low-Value Segment
12855.0,1,Low-Value Segment
12856.0,2,Potential Loyalist
12857.0,1,Low-Value Segment
12863.0,1,Low-Value Segment
12864.0,0,At-Risk Customer
12865.0,1,Low-Value Segment
12866.0,1,Low-Value Segment
12867.0,1,Low-Value Segment
12868.0,1,Low-Value Segment
12870.0,1,Low-Value Segment
12871.0,1,Low-Value Segment
12872.0,1,Low-Value Segment
12873.0,1,Low-Value Segment
12875.0,1,Low-Value Segment
12876.0,2,Potential Loyalist
12877.0,1,Low-Value Segment
12878.0,1,Low-Value Segment
12879.0,0,At-Risk Customer
12881.0,1,Low-Value Segment
12882.0,0,At-Risk Customer
12883.0,0,At-Risk Customer
12884.0,0,At-Risk Customer
12885.0,0,At-Risk Customer
12886.0,2,Potential Loyalist
12888.0,1,Low-Value Segment
12890.0,2,Potential Loyalist
12891.0,1,Low-Value Segment
12893.0,0,At-Risk Customer
12895.0,0,At-Risk Customer
12897.0,1,Low-Value Segment
12901.0,1,Low-Value Segment
12902.0,1,Low-Value Segment
12904.0,0,At-Risk Customer
12906.0,2,Potential Loyalist
12908.0,1,Low-Value Segment
12909.0,1,Low-Value Segment
12910.0,1,Low-Value Segment
12912.0,0,At-Risk Customer
12913.0,1,Low-Value Segment
12915.0,1,Low-Value Segment
12916.0,1,Low-Value Segment
12917.0,0,At-Risk Customer
12919.0,0,At-Risk Customer
12920.0,0,At-Risk Customer
12921.0,1,Low-Value Segment
12922.0,0,At-Risk Customer
12923.0,0,At-Risk Customer
12924.0,1,Low-Value Segment
12925.0,0,At-Risk Customer
12928.0,1,Low-Value Segment
12929.0,1,Low-Value Segment
12930.0,0,At-Risk Customer
12931.0,1,Low-Value Segment
12933.0,1,Low-Value Segment
12935.0,1,Low-Value Segment
12936.0,0,At-Risk Customer
12937.0,1,Low-Value Segment
12938.0,0,At-Risk Customer
12939.0,1,Low-Value Segment
12940.0,0,At-Risk Customer
12942.0,1,Low-Value Segment
12943.0,1,Low-Value Segment
12944.0,1,Low-Value Segment
12945.0,1,Low-Value Segment
12947.0,1,Low-Value Segment
12948.0,1,Low-Value Segment
12949.0,2,Potential Loyalist
12950.0,0,At-Risk Customer
12951.0,1,Low-Value Segment
12952.0,0,At-Risk Customer
12953.0,0,At-Risk Customer
12955.0,1,Low-Value Segment
12956.0,1,Low-Value Segment
12957.0,1,Low-Value Segment
12962.0,0,At-Risk Customer
12963.0,1,Low-Value Segment
12965.0,2,Potential Loyalist
12966.0,0,At-Risk Customer
12967.0,1,Low-Value Segment
12968.0,0,At-Risk Customer
12970.0,1,Low-Value Segment
12971.0,1,Low-Value Segment
12974.0,1,Low-Value Segment
12976.0,1,Low-Value Segment
12977.0,0,At-Risk Customer
12980.0,1,Low-Value Segment
12981.0,0,At-Risk Customer
12982.0,1,Low-Value Segment
12984.0,0,At-Risk Customer
12985.0,2,Potential Loyalist
12987.0,1,Low-Value Segment
12988.0,2,Potential Loyalist
12989.0,1,Low-Value Segment
12990.0,1,Low-Value Segment
12991.0,0,At-Risk Customer
12993.0,1,Low-Value Segment
12994.0,1,Low-Value Segment
12995.0,0,At-Risk Customer
12997.0,1,Low-Value Segment
12999.0,1,Low-Value Segment
13000.0,1,Low-Value Segment
13001.0,1,Low-Value Segment
13002.0,1,Low-Value Segment
13003.0,1,Low-Value Segment
13004.0,1,Low-Value Segment
13005.0,1,Low-Value Segment
13006.0,0,At-Risk Customer
13008.0,1,Low-Value Segment
13011.0,1,Low-Value Segment
13012.0,1,Low-Value Segment
13013.0,1,Low-Value Segment
13014.0,1,Low-Value Segment
13015.0,1,Low-Value Segment
13016.0,0,At-Risk Customer
13017.0,0,At-Risk Customer
13018.0,1,Low-Value Segment
13021.0,1,Low-Value Segment
13023.0,0,At-Risk Customer
13026.0,1,Low-Value Segment
13027.0,3,High-Value Segment
13028.0,0,At-Risk Customer
13029.0,1,Low-Value Segment
13030.0,2,Potential Loyalist
13032.0,0,At-Risk Customer
13033.0,1,Low-Value Segment
13034.0,1,Low-Value Segment
13035.0,1,Low-Value Segment
13037.0,1,Low-Value Segment
13038.0,1,Low-Value Segment
13040.0,0,At-Risk Customer
13043.0,1,Low-Value Segment
13044.0,1,Low-Value Segment
13045.0,0,At-Risk Customer
13046.0,1,Low-Value Segment
13047.0,1,Low-Value Segment
13048.0,1,Low-Value Segment
13049.0,1,Low-Value Segment
13050.0,1,Low-Value Segment
13052.0,1,Low-Value Segment
13055.0,1,Low-Value Segment
13058.0,0,At-Risk Customer
13059.0,1,Low-Value Segment
13060.0,1,Low-Value Segment
13061.0,0,At-Risk Customer
13062.0,0,At-Risk Customer
13064.0,1,Low-Value Segment
13065.0,1,Low-Value Segment
13066.0,0,At-Risk Customer
13067.0,0,At-Risk Customer
13068.0,1,Low-Value Segment
13069.0,1,Low-Value Segment
13070.0,0,At-Risk Customer
13072.0,1,Low-Value Segment
13075.0,0,At-Risk Customer
13077.0,1,Low-Value Segment
13078.0,1,Low-Value Segment
13079.0,0,At-Risk Customer
13080.0,0,At-Risk Customer
13081.0,2,Potential Loyalist
13082.0,1,Low-Value Segment
13083.0,0,At-Risk Customer
13085.0,1,Low-Value Segment
13089.0,1,Low-Value Segment
13090.0,1,Low-Value Segment
13091.0,0,At-Risk Customer
13092.0,1,Low-Value Segment
13093.0,1,Low-Value Segment
13094.0,1,Low-Value Segment
13095.0,0,At-Risk Customer
13098.0,1,Low-Value Segment
13099.0,0,At-Risk Customer
13101.0,1,Low-Value Segment
13102.0,1,Low-Value Segment
13103.0,0,At-Risk Customer
13104.0,1,Low-Value Segment
13106.0,0,At-Risk Customer
13107.0,1,Low-Value Segment
13108.0,1,Low-Value Segment
13109.0,0,At-Risk Customer
13110.0,1,Low-Value Segment
13113.0,1,Low-Value Segment
13115.0,1,Low-Value Segment
13116.0,0,At-Risk Customer
13117.0,1,Low-Value Segment
13118.0,1,Low-Value Segment
13120.0,1,Low-Value Segment
13121.0,2,Potential Loyalist
13122.0,2,Potential Loyalist
13124.0,2,Potential Loyalist
13126.0,1,Low-Value Segment
13127.0,0,At-Risk Customer
13130.0,0,At-Risk Customer
13131.0,0,At-Risk Customer
13132.0,1,Low-Value Segment
13133.0,1,Low-Value Segment
13134.0,1,Low-Value Segment
13135.0,1,Low-Value Segment
13136.0,1,Low-Value Segment
13137.0,1,Low-Value Segment
13138.0,1,Low-Value Segment
13139.0,1,Low-Value Segment
13140.0,1,Low-Value Segment
13141.0,1,Low-Value Segment
13142.0,0,At-Risk Customer
13144.0,1,Low-Value Segment
13145.0,1,Low-Value Segment
13146.0,0,At-Risk Customer
13147.0,0,At-Risk Customer
13148.0,1,Low-Value Segment
13149.0,1,Low-Value Segment
13151.0,2,Potential Loyalist
13153.0,0,At-Risk Customer
13154.0,0,At-Risk Customer
13155.0,2,Potential Loyalist
13157.0,1,Low-Value Segment
13158.0,1,Low-Value Segment
13159.0,3,High-Value Segment
13160.0,0,At-Risk Customer
13161.0,1,Low-Value Segment
13162.0,1,Low-Value Segment
13165.0,1,Low-Value Segment
13166.0,1,Low-Value Segment
13167.0,0,At-Risk Customer
13168.0,2,Potential Loyalist
13169.0,1,Low-Value Segment
13170.0,0,At-Risk Customer
13171.0,1,Low-Value Segment
13173.0,1,Low-Value Segment
13176.0,2,Potential Loyalist
13177.0,0,At-Risk Customer
13178.0,1,Low-Value Segment
13182.0,0,At-Risk Customer
13183.0,1,Low-Value Segment
13184.0,1,Low-Value Segment
13185.0,1,Low-Value Segment
13186.0,2,Potential Loyalist
13187.0,1,Low-Value Segment
13188.0,0,At-Risk Customer
13189.0,0,At-Risk Customer
13192.0,0,At-Risk Customer
13193.0,0,At-Risk Customer
13194.0,0,At-Risk Customer
13196.0,1,Low-Value Segment
13198.0,1,Low-Value Segment
13199.0,1,Low-Value Segment
13200.0,0,At-Risk Customer
13203.0,1,Low-Value Segment
13207.0,0,At-Risk Customer
13208.0,1,Low-Value Segment
13209.0,1,Low-Value Segment
13211.0,1,Low-Value Segment
13212.0,0,At-Risk Customer
13213.0,0,At-Risk Customer
13216.0,1,Low-Value Segment
13217.0,0,At-Risk Customer
13218.0,0,At-Risk Customer
13220.0,1,Low-Value Segment
13221.0,1,Low-Value Segment
13223.0,1,Low-Value Segment
13224.0,2,Potential Loyalist
13225.0,1,Low-Value Segment
13226.0,1,Low-Value Segment
13227.0,1,Low-Value Segment
13228.0,0,At-Risk Customer
13229.0,1,Low-Value Segment
13230.0,1,Low-Value Segment
13232.0,1,Low-Value Segment
13233.0,1,Low-Value Segment
13235.0,2,Potential Loyalist
13236.0,0,At-Risk Customer
13238.0,1,Low-Value Segment
13239.0,1,Low-Value Segment
13240.0,1,Low-Value Segment
13242.0,1,Low-Value Segment
13243.0,2,Potential Loyalist
13244.0,0,At-Risk Customer
13245.0,0,At-Risk Customer
13246.0,1,Low-Value Segment
13247.0,0,At-Risk Customer
13248.0,0,At-Risk Customer
13249.0,1,Low-Value Segment
13253.0,1,Low-Value Segment
13256.0,3,High-Value Segment
13258.0,1,Low-Value Segment
13259.0,3,High-Value Segment
13260.0,0,At-Risk Customer
13261.0,1,Low-Value Segment
13263.0,1,Low-Value Segment
13265.0,1,Low-Value Segment
13266.0,1,Low-Value Segment
13267.0,1,Low-Value Segment
13268.0,2,Potential Loyalist
13269.0,1,Low-Value Segment
13270.0,1,Low-Value Segment
13271.0,2,Potential Loyalist
13272.0,0,At-Risk Customer
13273.0,0,At-Risk Customer
13276.0,0,At-Risk Customer
13277.0,0,At-Risk Customer
13278.0,0,At-Risk Customer
13279.0,0,At-Risk Customer
13280.0,1,Low-Value Segment
13282.0,3,High-Value Segment
13283.0,0,At-Risk Customer
13284.0,1,Low-Value Segment
13285.0,2,Potential Loyalist
13291.0,0,At-Risk Customer
13292.0,1,Low-Value Segment
13294.0,1,Low-Value Segment
13295.0,1,Low-Value Segment
13296.0,0,At-Risk Customer
13297.0,0,At-Risk Customer
13298.0,0,At-Risk Customer
13299.0,1,Low-Value Segment
13300.0,0,At-Risk Customer
13301.0,1,Low-Value Segment
13302.0,0,At-Risk Customer
13304.0,1,Low-Value Segment
13305.0,1,Low-Value Segment
13307.0,0,At-Risk Customer
13308.0,0,At-Risk Customer
13309.0,1,Low-Value Segment
13310.0,1,Low-Value Segment
13311.0,0,At-Risk Customer
13313.0,1,Low-Value Segment
13314.0,0,At-Risk Customer
13316.0,1,Low-Value Segment
13317.0,1,Low-Value Segment
13318.0,0,At-Risk Customer
13319.0,1,Low-Value Segment
13320.0,1,Low-Value Segment
13321.0,0,At-Risk Customer
13322.0,0,At-Risk Customer
13323.0,0,At-Risk Customer
13324.0,1,Low-Value Segment
13325.0,0,At-Risk Customer
13327.0,1,Low-Value Segment
13328.0,1,Low-Value Segment
13329.0,1,Low-Value Segment
13330.0,1,Low-Value Segment
13332.0,0,At-Risk Customer
13334.0,2,Potential Loyalist
13336.0,2,Potential Loyalist
13338.0,0,At-Risk Customer
13339.0,2,Potential Loyalist
13340.0,2,Potential Loyalist
13341.0,1,Low-Value Segment
13343.0,0,At-Risk Customer
13344.0,2,Potential Loyalist
13345.0,1,Low-Value Segment
13347.0,0,At-Risk Customer
13348.0,0,At-Risk Customer
13349.0,0,At-Risk Customer
13350.0,0,At-Risk Customer
13351.0,0,At-Risk Customer
13352.0,0,At-Risk Customer
13354.0,2,Potential Loyalist
13355.0,0,At-Risk Customer
13356.0,0,At-Risk Customer
13357.0,2,Potential Loyalist
13358.0,1,Low-Value Segment
13359.0,0,At-Risk Customer
13362.0,2,Potential Loyalist
13363.0,0,At-Risk Customer
13364.0,0,At-Risk Customer
13365.0,1,Low-Value Segment
13366.0,0,At-Risk Customer
13368.0,1,Low-Value Segment
13369.0,1,Low-Value Segment
13370.0,1,Low-Value Segment
13372.0,0,At-Risk Customer
13373.0,2,Potential Loyalist
13375.0,3,High-Value Segment
13376.0,1,Low-Value Segment
13379.0,0,At-Risk Customer
13381.0,1,Low-Value Segment
13382.0,1,Low-Value Segment
13384.0,2,Potential Loyalist
13385.0,1,Low-Value Segment
13388.0,0,At-Risk Customer
13389.0,1,Low-Value Segment
13390.0,0,At-Risk Customer
13391.0,1,Low-Value Segment
13394.0,1,Low-Value Segment
13395.0,0,At-Risk Customer
13396.0,1,Low-Value Segment
13397.0,1,Low-Value Segment
13398.0,0,At-Risk Customer
13402.0,1,Low-Value Segment
13403.0,0,At-Risk Customer
13404.0,1,Low-Value Segment
13405.0,1,Low-Value Segment
13408.0,1,Low-Value Segment
13410.0,1,Low-Value Segment
13411.0,0,At-Risk Customer
13414.0,1,Low-Value Segment
13416.0,0,At-Risk Customer
13417.0,1,Low-Value Segment
13418.0,1,Low-Value Segment
13419.0,0,At-Risk Customer
13420.0,0,At-Risk Customer
13421.0,2,Potential Loyalist
13422.0,2,Potential Loyalist
13425.0,1,Low-Value Segment
13426.0,1,Low-Value Segment
13427.0,1,Low-Value Segment
13428.0,2,Potential Loyalist
13429.0,0,At-Risk Customer
13430.0,0,At-Risk Customer
13431.0,3,High-Value Segment
13434.0,0,At-Risk Customer
13435.0,0,At-Risk Customer
13436.0,0,At-Risk Customer
13437.0,2,Potential Loyalist
13439.0,2,Potential Loyalist
13441.0,0,At-Risk Customer
13447.0,0,At-Risk Customer
13448.0,1,Low-Value Segment
13449.0,0,At-Risk Customer
13450.0,1,Low-Value Segment
13451.0,2,Potential Loyalist
13452.0,1,Low-Value Segment
13453.0,1,Low-Value Segment
13455.0,1,Low-Value Segment
13456.0,1,Low-Value Segment
13458.0,1,Low-Value Segment
13460.0,0,At-Risk Customer
13461.0,0,At-Risk Customer
13462.0,1,Low-Value Segment
13464.0,0,At-Risk Customer
13466.0,0,At-Risk Customer
13467.0,2,Potential Loyalist
13468.0,1,Low-Value Segment
13470.0,0,At-Risk Customer
13471.0,2,Potential Loyalist
13473.0,1,Low-Value Segment
13474.0,2,Potential Loyalist
13475.0,1,Low-Value Segment
13476.0,1,Low-Value Segment
13477.0,1,Low-Value Segment
13479.0,1,Low-Value Segment
13481.0,1,Low-Value Segment
13482.0,1,Low-Value Segment
13483.0,0,At-Risk Customer
13484.0,1,Low-Value Segment
13485.0,1,Low-Value Segment
13486.0,0,At-Risk Customer
13487.0,1,Low-Value Segment
13488.0,1,Low-Value Segment
13489.0,1,Low-Value Segment
13491.0,1,Low-Value Segment
13492.0,1,Low-Value Segment
13493.0,1,Low-Value Segment
13494.0,1,Low-Value Segment
13495.0,1,Low-Value Segment
13496.0,1,Low-Value Segment
13497.0,1,Low-Value Segment
13499.0,1,Low-Value Segment
13500.0,0,At-Risk Customer
13501.0,2,Potential Loyalist
13502.0,1,Low-Value Segment
13503.0,0,At-Risk Customer
13504.0,0,At-Risk Customer
13505.0,2,Potential Loyalist
13506.0,1,Low-Value Segment
13507.0,2,Potential Loyalist
13508.0,1,Low-Value Segment
13509.0,1,Low-Value Segment
13510.0,0,At-Risk Customer
13512.0,1,Low-Value Segment
13513.0,0,At-Risk Customer
13514.0,0,At-Risk Customer
13515.0,1,Low-Value Segment
13516.0,1,Low-Value Segment
