CustomerID,Cluster,Segment
12497.0,3,Low-Value Segment
12498.0,3,Low-Value Segment
12500.0,1,At-Risk Customer
12501.0,0,Potential Loyalist
12502.0,1,At-Risk Customer
12503.0,1,At-Risk Customer
12504.0,3,Low-Value Segment
12505.0,1,At-Risk Customer
12506.0,1,At-Risk Customer
12507.0,1,At-Risk Customer
12508.0,3,Low-Value Segment
12509.0,1,At-Risk Customer
12510.0,1,At-Risk Customer
12512.0,3,Low-Value Segment
12513.0,3,Low-Value Segment
12514.0,0,Potential Loyalist
12515.0,1,At-Risk Customer
12516.0,3,Low-Value Segment
12517.0,0,Potential Loyalist
12518.0,3,Low-Value Segment
12519.0,3,Low-Value Segment
12520.0,0,Potential Loyalist
12521.0,3,Low-Value Segment
12522.0,3,Low-Value Segment
12523.0,1,At-Risk Customer
12524.0,1,At-Risk Customer
12526.0,3,Low-Value Segment
12527.0,1,At-Risk Customer
12528.0,1,At-Risk Customer
12530.0,1,At-Risk Customer
12531.0,3,Low-Value Segment
12532.0,3,Low-Value Segment
12534.0,0,Potential Loyalist
12535.0,3,Low-Value Segment
12538.0,3,Low-Value Segment
12539.0,0,Potential Loyalist
12540.0,1,At-Risk Customer
12541.0,1,At-Risk Customer
12544.0,3,Low-Value Segment
12545.0,1,At-Risk Customer
12546.0,3,Low-Value Segment
12547.0,1,At-Risk Customer
12548.0,3,Low-Value Segment
12550.0,0,Potential Loyalist
12551.0,1,At-Risk Customer
12552.0,3,Low-Value Segment
12553.0,1,At-Risk Customer
12556.0,0,Potential Loyalist
12557.0,1,At-Risk Customer
12558.0,3,Low-Value Segment
12559.0,1,At-Risk Customer
12560.0,0,Potential Loyalist
12561.0,1,At-Risk Customer
12562.0,3,Low-Value Segment
12564.0,1,At-Risk Customer
12565.0,1,At-Risk Customer
12566.0,3,Low-Value Segment
12567.0,2,High-Value Segment
12569.0,1,At-Risk Customer
12571.0,3,Low-Value Segment
12572.0,3,Low-Value Segment
12573.0,1,At-Risk Customer
12574.0,1,At-Risk Customer
12576.0,1,At-Risk Customer
12577.0,0,Potential Loyalist
12578.0,1,At-Risk Customer
12579.0,3,Low-Value Segment
12580.0,1,At-Risk Customer
12581.0,3,Low-Value Segment
12582.0,1,At-Risk Customer
12583.0,1,At-Risk Customer
12584.0,1,At-Risk Customer
12585.0,0,Potential Loyalist
12586.0,1,At-Risk Customer
12587.0,3,Low-Value Segment
12588.0,3,Low-Value Segment
12589.0,3,Low-Value Segment
12590.0,2,High-Value Segment
12591.0,2,High-Value Segment
12592.0,1,At-Risk Customer
12593.0,1,At-Risk Customer
12594.0,1,At-Risk Customer
12596.0,1,At-Risk Customer
12597.0,1,At-Risk Customer
12598.0,1,At-Risk Customer
12599.0,1,At-Risk Customer
12600.0,1,At-Risk Customer
12601.0,1,At-Risk Customer
12602.0,3,Low-Value Segment
12603.0,3,Low-Value Segment
12604.0,1,At-Risk Customer
12605.0,1,At-Risk Customer
12607.0,0,Potential Loyalist
12609.0,1,At-Risk Customer
12610.0,0,Potential Loyalist
12611.0,0,Potential Loyalist
12612.0,3,Low-Value Segment
12613.0,0,Potential Loyalist
12614.0,1,At-Risk Customer
12615.0,3,Low-Value Segment
12616.0,1,At-Risk Customer
12617.0,3,Low-Value Segment
12618.0,3,Low-Value Segment
12619.0,1,At-Risk Customer
12620.0,3,Low-Value Segment
12621.0,1,At-Risk Customer
12622.0,1,At-Risk Customer
12623.0,1,At-Risk Customer
12624.0,3,Low-Value Segment
12625.0,0,Potential Loyalist
12626.0,0,Potential Loyalist
12627.0,3,Low-Value Segment
12628.0,3,Low-Value Segment
12630.0,3,Low-Value Segment
12631.0,3,Low-Value Segment
12633.0,1,At-Risk Customer
12635.0,3,Low-Value Segment
12637.0,1,At-Risk Customer
12638.0,3,Low-Value Segment
12639.0,1,At-Risk Customer
12640.0,3,Low-Value Segment
12641.0,3,Low-Value Segment
12642.0,3,Low-Value Segment
12643.0,1,At-Risk Customer
12644.0,3,Low-Value Segment
12645.0,1,At-Risk Customer
12646.0,3,Low-Value Segment
12647.0,1,At-Risk Customer
12648.0,3,Low-Value Segment
12649.0,1,At-Risk Customer
12650.0,3,Low-Value Segment
12651.0,1,At-Risk Customer
12652.0,0,Potential Loyalist
12653.0,1,At-Risk Customer
12654.0,1,At-Risk Customer
12656.0,1,At-Risk Customer
12657.0,3,Low-Value Segment
12658.0,3,Low-Value Segment
12659.0,3,Low-Value Segment
12660.0,3,Low-Value Segment
12662.0,1,At-Risk Customer
12664.0,1,At-Risk Customer
12665.0,1,At-Risk Customer
12666.0,1,At-Risk Customer
12667.0,3,Low-Value Segment
12668.0,1,At-Risk Customer
12669.0,0,Potential Loyalist
12670.0,1,At-Risk Customer
12672.0,1,At-Risk Customer
12673.0,1,At-Risk Customer
12674.0,1,At-Risk Customer
12676.0,1,At-Risk Customer
12678.0,1,At-Risk Customer
12679.0,1,At-Risk Customer
12680.0,3,Low-Value Segment
12681.0,1,At-Risk Customer
12682.0,1,At-Risk Customer
12683.0,1,At-Risk Customer
12684.0,1,At-Risk Customer
12685.0,3,Low-Value Segment
12686.0,1,At-Risk Customer
12689.0,3,Low-Value Segment
12690.0,1,At-Risk Customer
12691.0,1,At-Risk Customer
12693.0,1,At-Risk Customer
12694.0,3,Low-Value Segment
12695.0,1,At-Risk Customer
12697.0,3,Low-Value Segment
12700.0,0,Potential Loyalist
12701.0,1,At-Risk Customer
12702.0,3,Low-Value Segment
12703.0,3,Low-Value Segment
12704.0,3,Low-Value Segment
12705.0,1,At-Risk Customer
12707.0,1,At-Risk Customer
12708.0,1,At-Risk Customer
12709.0,1,At-Risk Customer
12710.0,0,Potential Loyalist
12712.0,1,At-Risk Customer
12713.0,3,Low-Value Segment
12714.0,0,Potential Loyalist
12715.0,3,Low-Value Segment
12716.0,3,Low-Value Segment
12717.0,1,At-Risk Customer
12718.0,3,Low-Value Segment
12719.0,3,Low-Value Segment
12720.0,1,At-Risk Customer
12721.0,1,At-Risk Customer
12722.0,3,Low-Value Segment
12723.0,3,Low-Value Segment
12724.0,1,At-Risk Customer
12725.0,1,At-Risk Customer
12726.0,1,At-Risk Customer
12727.0,1,At-Risk Customer
12728.0,1,At-Risk Customer
12729.0,3,Low-Value Segment
12731.0,1,At-Risk Customer
12732.0,3,Low-Value Segment
12733.0,1,At-Risk Customer
12734.0,1,At-Risk Customer
12735.0,1,At-Risk Customer
12736.0,1,At-Risk Customer
12738.0,1,At-Risk Customer
12739.0,3,Low-Value Segment
12740.0,3,Low-Value Segment
12743.0,0,Potential Loyalist
12744.0,0,Potential Loyalist
12747.0,1,At-Risk Customer
12748.0,1,At-Risk Customer
12749.0,0,Potential Loyalist
12750.0,3,Low-Value Segment
12752.0,0,Potential Loyalist
12753.0,2,High-Value Segment
12754.0,1,At-Risk Customer
12755.0,1,At-Risk Customer
12756.0,3,Low-Value Segment
12757.0,0,Potential Loyalist
12758.0,0,Potential Loyalist
12759.0,1,At-Risk Customer
12762.0,3,Low-Value Segment
12763.0,1,At-Risk Customer
12764.0,1,At-Risk Customer
12766.0,0,Potential Loyalist
12769.0,1,At-Risk Customer
12770.0,1,At-Risk Customer
12772.0,0,Potential Loyalist
12775.0,1,At-Risk Customer
12778.0,1,At-Risk Customer
12779.0,1,At-Risk Customer
12781.0,1,At-Risk Customer
12782.0,1,At-Risk Customer
12783.0,3,Low-Value Segment
12784.0,0,Potential Loyalist
12785.0,1,At-Risk Customer
12787.0,3,Low-Value Segment
12789.0,3,Low-Value Segment
12790.0,3,Low-Value Segment
12791.0,1,At-Risk Customer
12792.0,1,At-Risk Customer
12793.0,1,At-Risk Customer
12794.0,3,Low-Value Segment
12795.0,3,Low-Value Segment
12797.0,1,At-Risk Customer
12798.0,2,High-Value Segment
12802.0,3,Low-Value Segment
12808.0,1,At-Risk Customer
12809.0,3,Low-Value Segment
12811.0,1,At-Risk Customer
12812.0,3,Low-Value Segment
12814.0,3,Low-Value Segment
12815.0,3,Low-Value Segment
12816.0,3,Low-Value Segment
12817.0,1,At-Risk Customer
12818.0,1,At-Risk Customer
12820.0,1,At-Risk Customer
12821.0,1,At-Risk Customer
12822.0,3,Low-Value Segment
12823.0,1,At-Risk Customer
12824.0,3,Low-Value Segment
12826.0,1,At-Risk Customer
12827.0,3,Low-Value Segment
12828.0,3,Low-Value Segment
12829.0,1,At-Risk Customer
12830.0,2,High-Value Segment
12831.0,1,At-Risk Customer
12832.0,3,Low-Value Segment
12833.0,3,Low-Value Segment
12834.0,1,At-Risk Customer
12836.0,1,At-Risk Customer
12837.0,3,Low-Value Segment
12838.0,0,Potential Loyalist
12839.0,1,At-Risk Customer
12840.0,0,Potential Loyalist
12841.0,1,At-Risk Customer
12842.0,1,At-Risk Customer
12843.0,1,At-Risk Customer
12844.0,3,Low-Value Segment
12845.0,1,At-Risk Customer
12847.0,2,High-Value Segment
12849.0,1,At-Risk Customer
12851.0,3,Low-Value Segment
12852.0,1,At-Risk Customer
12853.0,1,At-Risk Customer
12854.0,1,At-Risk Customer
12855.0,1,At-Risk Customer
12856.0,0,Potential Loyalist
12857.0,1,At-Risk Customer
12863.0,1,At-Risk Customer
12864.0,3,Low-Value Segment
12865.0,1,At-Risk Customer
12866.0,1,At-Risk Customer
12867.0,1,At-Risk Customer
12868.0,1,At-Risk Customer
12870.0,1,At-Risk Customer
12871.0,1,At-Risk Customer
12872.0,1,At-Risk Customer
12873.0,1,At-Risk Customer
12875.0,1,At-Risk Customer
12876.0,0,Potential Loyalist
12877.0,1,At-Risk Customer
12878.0,1,At-Risk Customer
12879.0,3,Low-Value Segment
12881.0,1,At-Risk Customer
12882.0,3,Low-Value Segment
12883.0,3,Low-Value Segment
12884.0,3,Low-Value Segment
12885.0,3,Low-Value Segment
12886.0,0,Potential Loyalist
12888.0,1,At-Risk Customer
12890.0,0,Potential Loyalist
12891.0,1,At-Risk Customer
12893.0,3,Low-Value Segment
12895.0,3,Low-Value Segment
12897.0,1,At-Risk Customer
12901.0,1,At-Risk Customer
12902.0,1,At-Risk Customer
12904.0,3,Low-Value Segment
12906.0,0,Potential Loyalist
12908.0,1,At-Risk Customer
12909.0,1,At-Risk Customer
12910.0,1,At-Risk Customer
12912.0,3,Low-Value Segment
12913.0,1,At-Risk Customer
12915.0,1,At-Risk Customer
12916.0,1,At-Risk Customer
12917.0,3,Low-Value Segment
12919.0,3,Low-Value Segment
12920.0,3,Low-Value Segment
12921.0,1,At-Risk Customer
12922.0,3,Low-Value Segment
12923.0,3,Low-Value Segment
12924.0,1,At-Risk Customer
12925.0,3,Low-Value Segment
12928.0,1,At-Risk Customer
12929.0,1,At-Risk Customer
12930.0,3,Low-Value Segment
12931.0,1,At-Risk Customer
12933.0,1,At-Risk Customer
12935.0,1,At-Risk Customer
12936.0,3,Low-Value Segment
12937.0,1,At-Risk Customer
12938.0,3,Low-Value Segment
12939.0,1,At-Risk Customer
12940.0,3,Low-Value Segment
12942.0,1,At-Risk Customer
12943.0,1,At-Risk Customer
12944.0,1,At-Risk Customer
12945.0,1,At-Risk Customer
12947.0,1,At-Risk Customer
12948.0,1,At-Risk Customer
12949.0,0,Potential Loyalist
12950.0,3,Low-Value Segment
12951.0,1,At-Risk Customer
12952.0,3,Low-Value Segment
12953.0,3,Low-Value Segment
12955.0,1,At-Risk Customer
12956.0,1,At-Risk Customer
12957.0,1,At-Risk Customer
12962.0,3,Low-Value Segment
12963.0,1,At-Risk Customer
12965.0,0,Potential Loyalist
12966.0,3,Low-Value Segment
12967.0,1,At-Risk Customer
12968.0,3,Low-Value Segment
12970.0,1,At-Risk Customer
12971.0,1,At-Risk Customer
12974.0,1,At-Risk Customer
12976.0,1,At-Risk Customer
12977.0,3,Low-Value Segment
12980.0,1,At-Risk Customer
12981.0,3,Low-Value Segment
12982.0,1,At-Risk Customer
12984.0,3,Low-Value Segment
12985.0,0,Potential Loyalist
12987.0,1,At-Risk Customer
12988.0,0,Potential Loyalist
12989.0,1,At-Risk Customer
12990.0,1,At-Risk Customer
12991.0,3,Low-Value Segment
12993.0,1,At-Risk Customer
12994.0,1,At-Risk Customer
12995.0,3,Low-Value Segment
12997.0,1,At-Risk Customer
12999.0,1,At-Risk Customer
13000.0,1,At-Risk Customer
13001.0,1,At-Risk Customer
13002.0,1,At-Risk Customer
13003.0,1,At-Risk Customer
13004.0,1,At-Risk Customer
13005.0,1,At-Risk Customer
13006.0,3,Low-Value Segment
13008.0,1,At-Risk Customer
13011.0,1,At-Risk Customer
13012.0,1,At-Risk Customer
13013.0,1,At-Risk Customer
13014.0,1,At-Risk Customer
13015.0,1,At-Risk Customer
13016.0,3,Low-Value Segment
13017.0,3,Low-Value Segment
13018.0,1,At-Risk Customer
13021.0,1,At-Risk Customer
13023.0,3,Low-Value Segment
13026.0,1,At-Risk Customer
13027.0,2,High-Value Segment
13028.0,3,Low-Value Segment
13029.0,1,At-Risk Customer
13030.0,0,Potential Loyalist
13032.0,3,Low-Value Segment
13033.0,1,At-Risk Customer
13034.0,1,At-Risk Customer
13035.0,1,At-Risk Customer
13037.0,1,At-Risk Customer
13038.0,1,At-Risk Customer
13040.0,3,Low-Value Segment
13043.0,1,At-Risk Customer
13044.0,1,At-Risk Customer
13045.0,3,Low-Value Segment
13046.0,1,At-Risk Customer
13047.0,1,At-Risk Customer
13048.0,1,At-Risk Customer
13049.0,1,At-Risk Customer
13050.0,1,At-Risk Customer
13052.0,1,At-Risk Customer
13055.0,1,At-Risk Customer
13058.0,3,Low-Value Segment
13059.0,1,At-Risk Customer
13060.0,1,At-Risk Customer
13061.0,3,Low-Value Segment
13062.0,3,Low-Value Segment
13064.0,1,At-Risk Customer
13065.0,1,At-Risk Customer
13066.0,3,Low-Value Segment
13067.0,3,Low-Value Segment
13068.0,1,At-Risk Customer
13069.0,1,At-Risk Customer
13070.0,3,Low-Value Segment
13072.0,1,At-Risk Customer
13075.0,3,Low-Value Segment
13077.0,1,At-Risk Customer
13078.0,1,At-Risk Customer
13079.0,3,Low-Value Segment
13080.0,3,Low-Value Segment
13081.0,0,Potential Loyalist
13082.0,1,At-Risk Customer
13083.0,3,Low-Value Segment
13085.0,1,At-Risk Customer
13089.0,1,At-Risk Customer
13090.0,1,At-Risk Customer
13091.0,3,Low-Value Segment
13092.0,1,At-Risk Customer
13093.0,1,At-Risk Customer
13094.0,1,At-Risk Customer
13095.0,3,Low-Value Segment
13098.0,1,At-Risk Customer
13099.0,3,Low-Value Segment
13101.0,1,At-Risk Customer
13102.0,1,At-Risk Customer
13103.0,3,Low-Value Segment
13104.0,1,At-Risk Customer
13106.0,3,Low-Value Segment
13107.0,1,At-Risk Customer
13108.0,1,At-Risk Customer
13109.0,3,Low-Value Segment
13110.0,1,At-Risk Customer
13113.0,1,At-Risk Customer
13115.0,1,At-Risk Customer
13116.0,3,Low-Value Segment
13117.0,1,At-Risk Customer
13118.0,1,At-Risk Customer
13120.0,1,At-Risk Customer
13121.0,0,Potential Loyalist
13122.0,0,Potential Loyalist
13124.0,0,Potential Loyalist
13126.0,1,At-Risk Customer
13127.0,3,Low-Value Segment
13130.0,3,Low-Value Segment
13131.0,3,Low-Value Segment
13132.0,1,At-Risk Customer
13133.0,1,At-Risk Customer
13134.0,1,At-Risk Customer
13135.0,1,At-Risk Customer
13136.0,1,At-Risk Customer
13137.0,1,At-Risk Customer
13138.0,1,At-Risk Customer
13139.0,1,At-Risk Customer
13140.0,1,At-Risk Customer
13141.0,1,At-Risk Customer
13142.0,3,Low-Value Segment
13144.0,1,At-Risk Customer
13145.0,1,At-Risk Customer
13146.0,3,Low-Value Segment
13147.0,3,Low-Value Segment
13148.0,1,At-Risk Customer
13149.0,1,At-Risk Customer
13151.0,0,Potential Loyalist
13153.0,3,Low-Value Segment
13154.0,3,Low-Value Segment
13155.0,0,Potential Loyalist
13157.0,1,At-Risk Customer
13158.0,1,At-Risk Customer
13159.0,2,High-Value Segment
13160.0,3,Low-Value Segment
13161.0,1,At-Risk Customer
13162.0,1,At-Risk Customer
13165.0,1,At-Risk Customer
13166.0,1,At-Risk Customer
13167.0,3,Low-Value Segment
13168.0,0,Potential Loyalist
13169.0,1,At-Risk Customer
13170.0,3,Low-Value Segment
13171.0,1,At-Risk Customer
13173.0,1,At-Risk Customer
13176.0,0,Potential Loyalist
13177.0,3,Low-Value Segment
13178.0,1,At-Risk Customer
13182.0,3,Low-Value Segment
13183.0,1,At-Risk Customer
13184.0,1,At-Risk Customer
13185.0,1,At-Risk Customer
13186.0,0,Potential Loyalist
13187.0,1,At-Risk Customer
13188.0,3,Low-Value Segment
13189.0,3,Low-Value Segment
13192.0,3,Low-Value Segment
13193.0,3,Low-Value Segment
13194.0,3,Low-Value Segment
13196.0,1,At-Risk Customer
13198.0,1,At-Risk Customer
13199.0,1,At-Risk Customer
13200.0,3,Low-Value Segment
13203.0,1,At-Risk Customer
13207.0,3,Low-Value Segment
13208.0,1,At-Risk Customer
13209.0,1,At-Risk Customer
13211.0,1,At-Risk Customer
13212.0,3,Low-Value Segment
13213.0,3,Low-Value Segment
13216.0,1,At-Risk Customer
13217.0,3,Low-Value Segment
13218.0,3,Low-Value Segment
13220.0,1,At-Risk Customer
13221.0,1,At-Risk Customer
13223.0,1,At-Risk Customer
13224.0,0,Potential Loyalist
13225.0,1,At-Risk Customer
13226.0,1,At-Risk Customer
13227.0,1,At-Risk Customer
13228.0,3,Low-Value Segment
13229.0,1,At-Risk Customer
13230.0,1,At-Risk Customer
13232.0,1,At-Risk Customer
13233.0,1,At-Risk Customer
13235.0,0,Potential Loyalist
13236.0,3,Low-Value Segment
13238.0,1,At-Risk Customer
13239.0,1,At-Risk Customer
13240.0,1,At-Risk Customer
13242.0,1,At-Risk Customer
13243.0,0,Potential Loyalist
13244.0,3,Low-Value Segment
13245.0,3,Low-Value Segment
13246.0,1,At-Risk Customer
13247.0,3,Low-Value Segment
13248.0,3,Low-Value Segment
13249.0,1,At-Risk Customer
13253.0,1,At-Risk Customer
13256.0,2,High-Value Segment
13258.0,1,At-Risk Customer
13259.0,2,High-Value Segment
13260.0,3,Low-Value Segment
13261.0,1,At-Risk Customer
13263.0,1,At-Risk Customer
13265.0,1,At-Risk Customer
13266.0,1,At-Risk Customer
13267.0,1,At-Risk Customer
13268.0,0,Potential Loyalist
13269.0,1,At-Risk Customer
13270.0,1,At-Risk Customer
13271.0,0,Potential Loyalist
13272.0,3,Low-Value Segment
13273.0,3,Low-Value Segment
13276.0,3,Low-Value Segment
13277.0,3,Low-Value Segment
13278.0,3,Low-Value Segment
13279.0,3,Low-Value Segment
13280.0,1,At-Risk Customer
13282.0,2,High-Value Segment
13283.0,3,Low-Value Segment
13284.0,1,At-Risk Customer
13285.0,0,Potential Loyalist
13291.0,3,Low-Value Segment
13292.0,1,At-Risk Customer
13294.0,1,At-Risk Customer
13295.0,1,At-Risk Customer
13296.0,3,Low-Value Segment
13297.0,3,Low-Value Segment
13298.0,3,Low-Value Segment
13299.0,1,At-Risk Customer
13300.0,3,Low-Value Segment
13301.0,1,At-Risk Customer
13302.0,3,Low-Value Segment
13304.0,1,At-Risk Customer
13305.0,1,At-Risk Customer
13307.0,3,Low-Value Segment
13308.0,3,Low-Value Segment
13309.0,1,At-Risk Customer
13310.0,1,At-Risk Customer
13311.0,3,Low-Value Segment
13313.0,1,At-Risk Customer
13314.0,3,Low-Value Segment
13316.0,1,At-Risk Customer
13317.0,1,At-Risk Customer
13318.0,3,Low-Value Segment
13319.0,1,At-Risk Customer
13320.0,1,At-Risk Customer
13321.0,3,Low-Value Segment
13322.0,3,Low-Value Segment
13323.0,3,Low-Value Segment
13324.0,1,At-Risk Customer
13325.0,3,Low-Value Segment
13327.0,1,At-Risk Customer
13328.0,1,At-Risk Customer
13329.0,1,At-Risk Customer
13330.0,1,At-Risk Customer
13332.0,3,Low-Value Segment
13334.0,0,Potential Loyalist
13336.0,0,Potential Loyalist
13338.0,3,Low-Value Segment
13339.0,0,Potential Loyalist
13340.0,0,Potential Loyalist
13341.0,1,At-Risk Customer
13343.0,3,Low-Value Segment
13344.0,0,Potential Loyalist
13345.0,1,At-Risk Customer
13347.0,3,Low-Value Segment
13348.0,3,Low-Value Segment
13349.0,3,Low-Value Segment
13350.0,3,Low-Value Segment
13351.0,3,Low-Value Segment
13352.0,3,Low-Value Segment
13354.0,0,Potential Loyalist
13355.0,3,Low-Value Segment
13356.0,3,Low-Value Segment
13357.0,0,Potential Loyalist
13358.0,1,At-Risk Customer
13359.0,3,Low-Value Segment
13362.0,0,Potential Loyalist
13363.0,3,Low-Value Segment
13364.0,3,Low-Value Segment
13365.0,1,At-Risk Customer
13366.0,3,Low-Value Segment
13368.0,1,At-Risk Customer
13369.0,1,At-Risk Customer
13370.0,1,At-Risk Customer
13372.0,3,Low-Value Segment
13373.0,0,Potential Loyalist
13375.0,2,High-Value Segment
13376.0,1,At-Risk Customer
13379.0,3,Low-Value Segment
13381.0,1,At-Risk Customer
13382.0,1,At-Risk Customer
13384.0,0,Potential Loyalist
13385.0,1,At-Risk Customer
13388.0,3,Low-Value Segment
13389.0,1,At-Risk Customer
13390.0,3,Low-Value Segment
13391.0,1,At-Risk Customer
13394.0,1,At-Risk Customer
13395.0,3,Low-Value Segment
13396.0,1,At-Risk Customer
13397.0,1,At-Risk Customer
13398.0,3,Low-Value Segment
13402.0,1,At-Risk Customer
13403.0,3,Low-Value Segment
13404.0,1,At-Risk Customer
13405.0,1,At-Risk Customer
13408.0,1,At-Risk Customer
13410.0,1,At-Risk Customer
13411.0,3,Low-Value Segment
13414.0,1,At-Risk Customer
13416.0,3,Low-Value Segment
13417.0,1,At-Risk Customer
13418.0,1,At-Risk Customer
13419.0,3,Low-Value Segment
13420.0,3,Low-Value Segment
13421.0,0,Potential Loyalist
13422.0,0,Potential Loyalist
13425.0,1,At-Risk Customer
13426.0,1,At-Risk Customer
13427.0,1,At-Risk Customer
13428.0,0,Potential Loyalist
13429.0,3,Low-Value Segment
13430.0,3,Low-Value Segment
13431.0,2,High-Value Segment
13434.0,3,Low-Value Segment
13435.0,3,Low-Value Segment
13436.0,3,Low-Value Segment
13437.0,0,Potential Loyalist
13439.0,0,Potential Loyalist
13441.0,3,Low-Value Segment
13447.0,3,Low-Value Segment
13448.0,1,At-Risk Customer
13449.0,3,Low-Value Segment
13450.0,1,At-Risk Customer
13451.0,0,Potential Loyalist
13452.0,1,At-Risk Customer
13453.0,1,At-Risk Customer
13455.0,1,At-Risk Customer
13456.0,1,At-Risk Customer
13458.0,1,At-Risk Customer
13460.0,3,Low-Value Segment
13461.0,3,Low-Value Segment
13462.0,1,At-Risk Customer
13464.0,3,Low-Value Segment
13466.0,3,Low-Value Segment
13467.0,0,Potential Loyalist
13468.0,1,At-Risk Customer
13470.0,3,Low-Value Segment
13471.0,0,Potential Loyalist
13473.0,1,At-Risk Customer
13474.0,0,Potential Loyalist
13475.0,1,At-Risk Customer
13476.0,1,At-Risk Customer
13477.0,1,At-Risk Customer
13479.0,1,At-Risk Customer
13481.0,1,At-Risk Customer
13482.0,1,At-Risk Customer
13483.0,3,Low-Value Segment
13484.0,1,At-Risk Customer
13485.0,1,At-Risk Customer
13486.0,3,Low-Value Segment
13487.0,1,At-Risk Customer
13488.0,1,At-Risk Customer
13489.0,1,At-Risk Customer
13491.0,1,At-Risk Customer
13492.0,1,At-Risk Customer
13493.0,1,At-Risk Customer
13494.0,1,At-Risk Customer
13495.0,1,At-Risk Customer
13496.0,1,At-Risk Customer
13497.0,1,At-Risk Customer
13499.0,1,At-Risk Customer
13500.0,3,Low-Value Segment
13501.0,0,Potential Loyalist
13502.0,1,At-Risk Customer
13503.0,3,Low-Value Segment
13504.0,3,Low-Value Segment
13505.0,0,Potential Loyalist
13506.0,1,At-Risk Customer
13507.0,0,Potential Loyalist
13508.0,1,At-Risk Customer
13509.0,1,At-Risk Customer
13510.0,3,Low-Value Segment
13512.0,1,At-Risk Customer
13513.0,3,Low-Value Segment
13514.0,3,Low-Value Segment
13515.0,1,At-Risk Customer
13516.0,1,At-Risk Customer
